k,fid,kl_divergence
5,12.561069135782994,18.393431689879037
10,6.2971308673735855,7.870221828671173
20,18.234831312715336,7.063738923755512
30,13.622117470846334,6.816265940981399
50,25.24374380124946,7.432564848139212
