k,fid,kl_divergence
5,6.215174332696256,8.770260114782003
10,4.4885026829171295,1.7398038504965538
20,10.136363815687233,1.5761535756376956
30,8.699642959959105,2.6778311578549285
50,13.367348232634784,1.5154383305464036
