k,fid,kl_divergence
5,8.7126392345191,24.527517862070667
10,17.014514545507073,15.491265165943666
20,27.930064587437588,2.510781024243122
30,15.193791513391647,0.6306286425569835
50,14.293254361420587,0.23457600753607244
