k,fid,kl_divergence
5,14.418964178440596,27.67410495958336
10,14.505551240554428,27.642044295656405
20,16.994735411228874,2.1342790040932424
30,7.828065809756559,0.6935939503728259
50,5.855842157896689,0.12748483866953814
