k,fid,kl_divergence
5,27.47114661884195,5.699405155366395
10,24.59197619373747,3.626540485470175
20,38.074253961896765,0.32627068779759927
30,42.91670760179915,0.5892835850706446
50,57.3601917014047,1.8052114490947961
